Designator,Mid X,Mid Y,Rotation,Layer
J10,151.897,-129.54,0.0,bottom
J11,150.373,-125.476,0.0,bottom
J12,151.897,-121.412,0.0,bottom
J13,150.373,-117.348,0.0,bottom
J9,122.6,-130.7,90.0,bottom
JP1,158.242,-108.458,180.0,bottom
PSP_JOY,129.1,-125.2,0.0,top
Q1,158.496,-112.522,0.0,bottom
Q2,151.384,-110.49,90.0,bottom
R1,150.368,-106.426,90.0,bottom
R2,154.686,-112.522,90.0,bottom
SW2,117.94405,-150.863,0.0,top
SW3,133.38895,-150.254,180.0,top
SW4,152.05795,-151.143,180.0,top
